Sample_Size,Sample_Mean
1,100    ,9.867525
2,100   ,10.396942
3,100   ,10.408356
4,100   ,10.623923
5,100   ,11.023244
6,100    ,9.621139
7,100    ,9.466032
8,100    ,9.763463
9,100    ,9.827547
10,100   ,10.323144
11,100   ,10.248159
12,100   ,10.330842
13,100    ,9.419664
14,100    ,9.650958
15,100    ,9.290613
16,100   ,10.235484
17,100   ,10.270407
18,100   ,10.646309
19,100   ,10.262730
20,100   ,10.035568
21,100    ,8.879097
22,100    ,9.911642
23,100   ,10.211682
24,100    ,9.715649
25,100   ,10.199563
26,100   ,10.615772
27,100   ,10.474094
28,100   ,10.435338
29,100   ,10.065795
30,100   ,10.284250
31,100    ,9.624034
32,100   ,10.439031
33,100   ,10.466126
34,100    ,9.595511
35,100   ,10.623234
36,100    ,8.663830
37,100   ,10.653454
38,100    ,9.904923
39,100   ,10.901297
40,100   ,10.069061
41,100   ,10.439017
42,100   ,10.539487
43,100   ,10.333464
44,100   ,10.020239
45,100   ,10.764695
46,100    ,9.728083
47,100    ,9.976328
48,100    ,9.991206
49,100    ,9.466156
50,100   ,10.827082
51,100   ,10.544070
52,100   ,10.593342
53,100    ,9.688918
54,100   ,10.717729
55,100    ,9.990516
56,100    ,9.775705
57,100   ,10.338696
58,100   ,10.509058
59,100   ,10.151910
60,100    ,9.844123
61,100    ,9.738684
62,100   ,10.391780
63,100   ,10.645193
64,100   ,10.040023
65,100    ,9.977117
66,100    ,9.318418
67,100   ,10.622654
68,100   ,10.201780
69,100   ,10.021338
70,100   ,10.466730
71,100    ,9.397440
72,100   ,10.460835
73,100   ,11.456477
74,100   ,10.247049
75,100    ,9.460536
76,100    ,9.017542
77,100   ,10.545568
78,100    ,9.680230
79,100    ,9.480269
80,100    ,9.528864
81,100   ,10.543493
82,100   ,10.919753
83,100   ,10.474528
84,100   ,10.299413
85,100   ,10.462991
86,100   ,10.451023
87,100   ,10.679648
88,100   ,10.307298
89,100    ,9.879273
90,100   ,10.508508
91,100    ,9.576684
92,100   ,10.057642
93,100   ,10.231157
94,100   ,10.586331
95,100   ,10.046104
96,100   ,10.568022
97,100    ,9.431891
98,100    ,9.824778
99,100    ,9.998315
100,100   ,10.223258
101,100   ,10.246864
102,100   ,10.266101
